player,row_id,rk,nation,position,team,age,born,mp,starts,minutes,90s,gls,ast,gplusa,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxgplusxag,prgc,prgp,prgr,gls1,ast1,gplusa1,g_pk1,gplusa_pk,xg1,xag1,xgplusxag,npxg1,npxgplusxag1,row_id_misc,rk_misc,nation_misc,position_misc,team_misc,age_misc,born_misc,90s_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,wonpct,row_id_passing,rk_passing,nation_passing,position_passing,team_passing,age_passing,born_passing,90s_passing,cmp,att,cmppct,totdist,prgdist,cmp1,att1,cmppct1,cmp2,att2,cmppct2,cmp3,att3,cmppct3,ast_passing,xag_passing,xa,a_xag,kp,1_per_3,ppa,crspa,prgp_passing,row_id_playtime,rk_playtime,nation_playtime,position_playtime,team_playtime,age_playtime,born_playtime,mp_playtime,minutes_playtime,mn_per_mp,minpct,90s_playtime,starts_playtime,mn_per_start,compl,subs,mn_per_sub,unsub,ppm,ong,onga,#error!,#error!1,on_off,onxg,onxga,xgplus_per_,xgplus_per_90,on_off1,row_id_defense,rk_defense,nation_defense,position_defense,team_defense,age_defense,born_defense,90s_defense,tkl,tklw_defense,def_3rd,mid_3rd,att_3rd,tkl1,att_defense,tklpct,lost_defense,blocks,sh,pass,int_defense,tklplusint,clr,err,row_id_pass_types,rk_pass_types,nation_pass_types,position_pass_types,team_pass_types,age_pass_types,born_pass_types,90s_pass_types,att_pass_types,live,dead,fk,tb,sw,crs_pass_types,ti,ck,in,out,str,cmp_pass_types,off_pass_types,blocks_pass_types,row_id_creation,rk_creation,nation_creation,position_creation,team_creation,age_creation,born_creation,90s_creation,sca,sca90,passlive,passdead,to,sh_creation,fld_creation,def,gca,gca90,passlive1,passdead1,to1,sh1,fld1,def1,row_id_possession,rk_possession,nation_possession,position_possession,team_possession,age_possession,born_possession,90s_possession,touches,def_pen,def_3rd_possession,mid_3rd_possession,att_3rd_possession,att_pen,live_possession,att_possession,succ,succpct,tkld,tkldpct,carries,totdist_possession,prgdist_possession,prgc_possession,1_per_3_possession,cpa,mis,dis,rec,prgr_possession,row_id_shooting,rk_shooting,nation_shooting,position_shooting,team_shooting,age_shooting,born_shooting,90s_shooting,gls_shooting,sh_shooting,sot,sotpct,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk_shooting,pk_shooting,pkatt_shooting,xg_shooting,npxg_shooting,npxg_per_sh,g_xg,np:g_xg,data_source
Adam Wharton,574,553,eng ENG,MF,Crystal Palace,20,2004,20,16,"1,318",14.6,0,2,2,0,0,0,2,0,0.4,0.4,3,3.4,14,107,11,0,0.14,0.14,0,0.14,0.03,0.21,0.23,0.03,0.23,574,553,eng ENG,MF,Crystal Palace,20,2004,14.6,2,0,0,12,21,0,39,20,14,0,0,0,102,7,16,30.4,574,553,eng ENG,MF,Crystal Palace,20,2004,14.6,548,725,75.6,10271,3780,208,252,82.5,258,322,80.1,70,107,65.4,2,3,2.2,-1,26,78,18,5,107,697,672,eng ENG,MF,Crystal Palace,20,2004,20,"1,318",66,38.5,14.6,16,77,3,4,23,1,1.25,18,21,-3,-0.2,-0.33,21.1,19.2,1.9,0.13,-0.27,574,553,eng ENG,MF,Crystal Palace,20,2004,14.6,34,14,14,16,4,17,44,38.6,27,11,2,9,20,54,27,0,574,553,eng ENG,MF,Crystal Palace,20,2004,14.6,725,678,40,14,5,1,39,0,26,19,1,0,548,7,12,574,553,eng ENG,MF,Crystal Palace,20,2004,14.6,59,4.03,45,11,0,2,0,1,6,0.41,4,2,0,0,0,0,574,553,eng ENG,MF,Crystal Palace,20,2004,14.6,872,30,204,463,212,11,872,10,2,20,8,80,430,2014,1078,14,23,2,17,13,533,11,574,553,eng ENG,MF,Crystal Palace,20,2004,14.6,0,13,5,38.5,0.89,0.34,0,0,25.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,fbref_2024_25
Adama Traoré,537,518,es ESP,"FW,MF",Fulham,28,1996,36,18,"1,772",19.7,2,7,9,2,0,0,3,0,4,4,4.9,8.9,100,68,161,0.1,0.36,0.46,0.1,0.46,0.2,0.25,0.45,0.2,0.45,537,518,es ESP,"FW,MF",Fulham,28,1996,19.7,3,0,0,24,32,1,100,1,13,0,0,0,87,25,26,49,537,518,es ESP,"FW,MF",Fulham,28,1996,19.7,424,587,72.2,6645,1683,236,286,82.5,143,194,73.7,30,54,55.6,7,4.9,4.5,2.1,42,36,38,22,68,655,631,es ESP,"FW,MF",Fulham,28,1996,36,"1,772",49,51.8,19.7,18,76,4,18,23,1,1.47,32,28,4,0.2,0.42,27.9,24.6,3.3,0.17,0.25,537,518,es ESP,"FW,MF",Fulham,28,1996,19.7,20,13,9,6,5,5,13,38.5,8,7,0,7,1,21,6,4,537,518,es ESP,"FW,MF",Fulham,28,1996,19.7,587,584,1,0,6,2,100,1,0,0,0,0,424,2,19,537,518,es ESP,"FW,MF",Fulham,28,1996,19.7,82,4.16,66,0,9,4,1,2,10,0.51,9,0,1,0,0,0,537,518,es ESP,"FW,MF",Fulham,28,1996,19.7,801,4,83,285,455,91,801,97,48,49.5,36,37.1,538,4631,2486,100,45,33,37,25,607,161,537,518,es ESP,"FW,MF",Fulham,28,1996,19.7,2,39,12,30.8,1.98,0.61,0.05,0.17,14.2,0,0,0,4,4,0.1,-2,-2,fbref_2024_25
Albert Grønbaek,223,216,dk DEN,"FW,MF",Southampton,23,2001,4,2,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,3,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,223,216,dk DEN,"FW,MF",Southampton,23,2001,1.6,0,0,0,0,1,0,1,0,1,0,0,0,6,2,0,100,223,216,dk DEN,"FW,MF",Southampton,23,2001,1.6,13,18,72.2,135,43,9,11,81.8,2,4,50,0,0,,0,0,0,0,1,2,0,0,1,267,258,dk DEN,"FW,MF",Southampton,23,2001,4,143,36,4.2,1.6,2,66,0,2,6,2,0.75,2,3,-1,-0.63,0.99,0.8,4.8,-4.1,-2.56,-1.24,223,216,dk DEN,"FW,MF",Southampton,23,2001,1.6,4,1,1,1,2,3,10,30,7,1,1,0,0,4,1,0,223,216,dk DEN,"FW,MF",Southampton,23,2001,1.6,18,18,0,0,0,0,1,0,0,0,0,0,13,0,1,223,216,dk DEN,"FW,MF",Southampton,23,2001,1.6,2,1.26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,223,216,dk DEN,"FW,MF",Southampton,23,2001,1.6,38,2,9,14,15,2,38,4,0,0,4,100,18,79,15,1,0,1,5,4,21,3,223,216,dk DEN,"FW,MF",Southampton,23,2001,1.6,0,2,0,0,1.26,0,0,,22.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,fbref_2024_25
Alejandro Garnacho,202,196,ar ARG,"MF,FW",Manchester Utd,20,2004,36,23,"2,199",24.4,6,2,8,6,0,0,3,0,7.3,7.3,4.5,11.8,141,56,290,0.25,0.08,0.33,0.25,0.33,0.3,0.19,0.48,0.3,0.48,202,196,ar ARG,"MF,FW",Manchester Utd,20,2004,24.4,3,0,0,12,43,10,56,13,18,0,0,0,108,3,24,11.1,202,196,ar ARG,"MF,FW",Manchester Utd,20,2004,24.4,649,823,78.9,9138,1181,405,458,88.4,183,223,82.1,31,52,59.6,2,4.5,2.8,-2.5,37,22,25,5,56,243,235,ar ARG,"MF,FW",Manchester Utd,20,2004,36,"2,199",61,64.3,24.4,23,81,14,13,26,0,1,26,36,-10,-0.41,-0.41,35.6,35,0.5,0.02,0.15,202,196,ar ARG,"MF,FW",Manchester Utd,20,2004,24.4,30,18,11,6,13,12,37,32.4,25,19,0,19,13,43,11,2,202,196,ar ARG,"MF,FW",Manchester Utd,20,2004,24.4,823,798,24,3,2,9,56,16,2,1,0,0,649,1,54,202,196,ar ARG,"MF,FW",Manchester Utd,20,2004,24.4,83,3.4,64,1,3,9,6,0,6,0.25,4,0,0,1,1,0,202,196,ar ARG,"MF,FW",Manchester Utd,20,2004,24.4,1159,13,130,364,683,176,1159,89,26,29.2,55,61.8,840,6365,3245,141,72,67,64,48,888,290,202,196,ar ARG,"MF,FW",Manchester Utd,20,2004,24.4,6,84,29,34.5,3.44,1.19,0.07,0.21,17,0,0,0,7.3,7.3,0.09,-1.3,-1.3,fbref_2024_25
Alex Iwobi,263,254,ng NGA,"FW,MF",Fulham,28,1996,38,35,"2,981",33.1,9,6,15,9,0,0,1,0,4.7,4.7,7,11.8,144,213,246,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36,263,254,ng NGA,"FW,MF",Fulham,28,1996,33.1,1,0,0,19,18,5,126,14,25,0,0,0,140,7,31,18.4,263,254,ng NGA,"FW,MF",Fulham,28,1996,33.1,1150,1532,75.1,19530,5723,582,671,86.7,448,574,78,98,184,53.3,6,7,7,-1,59,115,86,19,213,318,307,ng NGA,"FW,MF",Fulham,28,1996,38,"2,981",78,87.2,33.1,35,83,14,3,26,0,1.42,40,45,-5,-0.15,-1.18,39.3,37.5,1.8,0.05,0.04,263,254,ng NGA,"FW,MF",Fulham,28,1996,33.1,44,25,14,21,9,22,34,64.7,12,26,1,25,14,58,29,1,263,254,ng NGA,"FW,MF",Fulham,28,1996,33.1,1532,1487,39,7,15,21,126,24,2,0,1,0,1150,6,52,263,254,ng NGA,"FW,MF",Fulham,28,1996,33.1,122,3.68,106,0,8,6,2,0,16,0.48,13,0,2,1,0,0,263,254,ng NGA,"FW,MF",Fulham,28,1996,33.1,1861,33,244,748,895,116,1861,97,48,49.5,42,43.3,1312,8012,4367,144,105,37,62,40,1447,246,263,254,ng NGA,"FW,MF",Fulham,28,1996,33.1,9,68,29,42.6,2.05,0.88,0.13,0.31,18.3,0,0,0,4.7,4.7,0.07,4.3,4.3,fbref_2024_25
Alex McCarthy,356,344,eng ENG,GK,Southampton,34,1989,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,344,eng ENG,GK,Southampton,34,1989,5,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100,356,344,eng ENG,GK,Southampton,34,1989,5,117,156,75,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0,0,0,0,5,0,0,0,427,412,eng ENG,GK,Southampton,34,1989,5,450,90,13.2,5,5,90,5,0,,33,0,3,13,-10,-2,-0.48,4.8,10.8,-6.1,-1.21,0.18,356,344,eng ENG,GK,Southampton,34,1989,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,4,356,344,eng ENG,GK,Southampton,34,1989,5,156,126,29,6,0,1,0,0,0,0,0,0,117,1,1,356,344,eng ENG,GK,Southampton,34,1989,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,344,eng ENG,GK,Southampton,34,1989,5,173,141,173,0,0,0,173,0,0,,0,,100,452,276,0,0,0,0,0,88,0,356,344,eng ENG,GK,Southampton,34,1989,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Alex Palmer,422,407,eng ENG,GK,Ipswich Town,27,1996,13,13,"1,170",13,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,422,407,eng ENG,GK,Ipswich Town,27,1996,13,2,0,0,1,4,0,0,0,0,0,0,0,17,5,0,100,422,407,eng ENG,GK,Ipswich Town,27,1996,13,299,423,70.7,8545,6103,60,62,96.8,142,142,100,96,218,44,0,0,0,0,1,8,0,0,1,520,501,eng ENG,GK,Ipswich Town,27,1996,13,"1,170",90,34.2,13,13,90,13,0,,0,0.46,13,30,-17,-1.31,-0.15,11.3,23.7,-12.4,-0.95,0.09,422,407,eng ENG,GK,Ipswich Town,27,1996,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,0,422,407,eng ENG,GK,Ipswich Town,27,1996,13,423,287,136,42,0,0,0,0,0,0,0,0,299,0,1,422,407,eng ENG,GK,Ipswich Town,27,1996,13,3,0.23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,422,407,eng ENG,GK,Ipswich Town,27,1996,13,470,396,461,10,0,0,470,0,0,,0,,210,1205,750,0,0,0,2,0,170,0,422,407,eng ENG,GK,Ipswich Town,27,1996,13,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Alex Scott,480,463,eng ENG,MF,Bournemouth,20,2003,20,8,755,8.4,0,0,0,0,0,0,3,0,0.7,0.7,0.9,1.6,15,52,33,0,0,0,0,0,0.09,0.11,0.19,0.09,0.19,480,463,eng ENG,MF,Bournemouth,20,2003,8.4,3,0,0,17,26,0,7,10,14,0,0,0,52,7,7,50,480,463,eng ENG,MF,Bournemouth,20,2003,8.4,286,342,83.6,4583,1359,142,159,89.3,112,121,92.6,20,35,57.1,0,0.9,1,-0.9,12,41,5,1,52,588,567,eng ENG,MF,Bournemouth,20,2003,20,755,38,22.1,8.4,8,59,0,12,24,1,1.35,10,8,2,0.24,-0.1,12,10,1.9,0.23,-0.23,480,463,eng ENG,MF,Bournemouth,20,2003,8.4,27,14,11,8,8,19,42,45.2,23,17,4,13,10,37,15,0,480,463,eng ENG,MF,Bournemouth,20,2003,8.4,342,317,23,10,2,4,7,1,5,3,0,0,286,2,6,480,463,eng ENG,MF,Bournemouth,20,2003,8.4,29,3.45,19,2,0,2,3,3,2,0.24,2,0,0,0,0,0,480,463,eng ENG,MF,Bournemouth,20,2003,8.4,485,24,90,257,144,18,485,26,6,23.1,13,50,247,1401,663,15,10,3,23,8,294,33,480,463,eng ENG,MF,Bournemouth,20,2003,8.4,0,15,6,40,1.79,0.72,0,0,21.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,fbref_2024_25
Alexander Isak,262,253,se SWE,FW,Newcastle Utd,24,1999,34,34,"2,756",30.6,23,6,29,19,4,4,1,0,20.3,17.2,4.3,21.6,83,88,217,0.75,0.2,0.95,0.62,0.82,0.66,0.14,0.81,0.56,0.7,262,253,se SWE,FW,Newcastle Utd,24,1999,30.6,1,0,0,27,14,20,16,3,5,1,0,0,55,26,55,32.1,262,253,se SWE,FW,Newcastle Utd,24,1999,30.6,519,689,75.3,7434,1644,306,364,84.1,163,207,78.7,26,42,61.9,6,4.3,3.6,1.7,41,35,31,1,88,316,305,se SWE,FW,Newcastle Utd,24,1999,34,"2,756",81,80.6,30.6,34,81,15,0,,0,1.88,62,41,21,0.69,0.69,55,36.3,18.7,0.61,0.67,262,253,se SWE,FW,Newcastle Utd,24,1999,30.6,12,5,2,3,7,5,15,33.3,10,18,2,16,3,15,17,1,262,253,se SWE,FW,Newcastle Utd,24,1999,30.6,689,606,77,0,6,3,16,9,3,0,0,0,519,6,24,262,253,se SWE,FW,Newcastle Utd,24,1999,30.6,92,3.01,70,1,8,9,2,2,14,0.46,11,0,1,0,1,1,262,253,se SWE,FW,Newcastle Utd,24,1999,30.6,1025,20,57,386,596,189,1021,91,42,46.2,47,51.6,615,3723,1861,83,42,43,66,55,740,217,262,253,se SWE,FW,Newcastle Utd,24,1999,30.6,23,95,41,43.2,3.1,1.34,0.2,0.46,14.5,3,4,4,20.3,17.2,0.18,2.7,1.8,fbref_2024_25
Alexis Mac Allister,330,319,ar ARG,MF,Liverpool,25,1998,35,30,"2,599",28.9,5,5,10,5,0,0,6,0,2.8,2.8,4.7,7.5,36,177,80,0.17,0.17,0.35,0.17,0.35,0.1,0.16,0.26,0.1,0.26,330,319,ar ARG,MF,Liverpool,25,1998,28.9,6,0,0,62,40,2,86,22,58,0,0,0,148,19,34,35.8,330,319,ar ARG,MF,Liverpool,25,1998,28.9,1273,1524,83.5,20344,5748,658,729,90.3,493,558,88.4,89,160,55.6,5,4.7,5.6,0.3,45,122,35,2,177,397,383,ar ARG,MF,Liverpool,25,1998,35,"2,599",74,76,28.9,30,82,17,5,26,0,2.34,69,24,45,1.56,1.56,64.2,24.3,39.9,1.38,0.98,330,319,ar ARG,MF,Liverpool,25,1998,28.9,95,58,28,51,16,55,104,52.9,49,61,6,55,22,117,29,1,330,319,ar ARG,MF,Liverpool,25,1998,28.9,1524,1403,116,35,6,3,86,9,71,26,36,0,1273,5,31,330,319,ar ARG,MF,Liverpool,25,1998,28.9,120,4.15,83,24,2,6,2,3,15,0.52,10,3,0,2,0,0,330,319,ar ARG,MF,Liverpool,25,1998,28.9,1860,56,284,960,637,60,1860,42,16,38.1,21,50,915,3782,2018,36,43,5,31,22,1228,80,330,319,ar ARG,MF,Liverpool,25,1998,28.9,5,38,13,34.2,1.32,0.45,0.13,0.38,18.1,1,0,0,2.8,2.8,0.07,2.2,2.2,fbref_2024_25
Alfie Dorrington,150,146,eng ENG,DF,Tottenham,19,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,146,eng ENG,DF,Tottenham,19,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,150,146,eng ENG,DF,Tottenham,19,2005,0.2,15,16,93.8,304,39,6,7,85.7,7,7,100,2,2,100,0,0,0,0,0,0,0,0,0,184,178,eng ENG,DF,Tottenham,19,2005,1,14,14,0.4,0.2,0,,0,1,14,3,3,0,0,0,0,0.03,0.4,0,0.4,2.56,2.69,150,146,eng ENG,DF,Tottenham,19,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,150,146,eng ENG,DF,Tottenham,19,2005,0.2,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0,150,146,eng ENG,DF,Tottenham,19,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,146,eng ENG,DF,Tottenham,19,2005,0.2,16,0,11,5,0,0,16,0,0,,0,,12,61,26,0,0,0,0,0,13,0,150,146,eng ENG,DF,Tottenham,19,2005,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Alfie Pond,436,421,eng ENG,DF,Wolves,20,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,421,eng ENG,DF,Wolves,20,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,436,421,eng ENG,DF,Wolves,20,2004,0,1,1,100,23,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,535,516,eng ENG,DF,Wolves,20,2004,1,1,1,0,0,0,,0,1,1,7,3,0,0,0,0,0.39,0,0,0,0,0.38,436,421,eng ENG,DF,Wolves,20,2004,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,436,421,eng ENG,DF,Wolves,20,2004,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,436,421,eng ENG,DF,Wolves,20,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,421,eng ENG,DF,Wolves,20,2004,0,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0,436,421,eng ENG,DF,Wolves,20,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Ali Al Hamadi,235,227,iq IRQ,FW,Ipswich Town,22,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0,0,0,0,0,0.24,0.05,0.28,0.24,0.28,235,227,iq IRQ,FW,Ipswich Town,22,2002,1.5,3,0,0,8,3,1,0,0,0,0,0,0,4,5,9,35.7,235,227,iq IRQ,FW,Ipswich Town,22,2002,1.5,25,30,83.3,278,29,20,23,87,5,7,71.4,0,0,,0,0.1,0,-0.1,2,0,0,0,3,278,269,iq IRQ,FW,Ipswich Town,22,2002,11,134,12,3.9,1.5,0,,0,11,12,2,0.82,1,5,-4,-2.69,-1.54,1.4,3.7,-2.3,-1.56,-0.57,235,227,iq IRQ,FW,Ipswich Town,22,2002,1.5,1,0,0,0,1,0,2,0,2,0,0,0,0,1,2,0,235,227,iq IRQ,FW,Ipswich Town,22,2002,1.5,30,30,0,0,0,0,0,0,0,0,0,0,25,0,1,235,227,iq IRQ,FW,Ipswich Town,22,2002,1.5,8,5.37,4,0,3,0,1,0,0,0,0,0,0,0,0,0,235,227,iq IRQ,FW,Ipswich Town,22,2002,1.5,53,2,6,20,30,9,53,7,4,57.1,3,42.9,29,187,111,4,3,4,7,4,36,14,235,227,iq IRQ,FW,Ipswich Town,22,2002,1.5,0,4,0,0,2.69,0,0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,fbref_2024_25
Alisson,15,16,br BRA,GK,Liverpool,31,1992,28,28,"2,508",27.9,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,1,0,0,0,0,0,0,0,0.02,0.02,0,0.02,15,16,br BRA,GK,Liverpool,31,1992,27.9,0,0,0,0,2,0,0,0,0,0,0,0,47,7,0,100,15,16,br BRA,GK,Liverpool,31,1992,27.9,794,959,82.8,17555,11360,229,232,98.7,426,433,98.4,137,289,47.4,0,0.6,0.2,-0.6,1,12,0,0,1,20,21,br BRA,GK,Liverpool,31,1992,28,"2,508",90,73.3,27.9,28,90,27,0,,0,2.18,64,29,35,1.26,0.27,62.2,27.4,34.9,1.25,0.39,15,16,br BRA,GK,Liverpool,31,1992,27.9,1,0,1,0,0,0,1,0,1,0,0,0,0,1,13,1,15,16,br BRA,GK,Liverpool,31,1992,27.9,959,836,121,41,1,1,0,0,0,0,0,0,794,2,1,15,16,br BRA,GK,Liverpool,31,1992,27.9,7,0.25,7,0,0,0,0,0,1,0.04,1,0,0,0,0,0,15,16,br BRA,GK,Liverpool,31,1992,27.9,1010,741,990,20,0,0,1010,1,1,100,0,0,658,2611,1586,0,0,0,1,0,618,0,15,16,br BRA,GK,Liverpool,31,1992,27.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Alphonse Areola,32,32,fr FRA,GK,West Ham,31,1993,26,25,"2,260",25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,32,fr FRA,GK,West Ham,31,1993,25.1,0,0,0,0,0,0,0,0,2,0,0,1,29,2,0,100,32,32,fr FRA,GK,West Ham,31,1993,25.1,688,989,69.6,18224,12284,153,154,99.4,334,350,95.4,198,473,41.9,0,0,0,0,0,11,0,0,1,42,42,fr FRA,GK,West Ham,31,1993,26,"2,260",87,66.1,25.1,25,88,24,1,55,8,0.96,29,41,-12,-0.48,-0.17,30.1,37.3,-7.2,-0.29,0.14,32,32,fr FRA,GK,West Ham,31,1993,25.1,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,15,3,32,32,fr FRA,GK,West Ham,31,1993,25.1,989,716,268,72,0,3,0,0,0,0,0,0,688,5,3,32,32,fr FRA,GK,West Ham,31,1993,25.1,3,0.12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,32,32,fr FRA,GK,West Ham,31,1993,25.1,1049,833,1038,12,0,0,1049,0,0,,0,,601,2480,1348,0,0,0,0,0,555,0,32,32,fr FRA,GK,West Ham,31,1993,25.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Altay Bayındır,49,49,tr TUR,GK,Manchester Utd,26,1998,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,tr TUR,GK,Manchester Utd,26,1998,4,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50,49,49,tr TUR,GK,Manchester Utd,26,1998,4,92,152,60.5,2444,1386,13,13,100,52,55,94.5,26,81,32.1,0,0,0,0,0,1,0,0,0,63,62,tr TUR,GK,Manchester Utd,26,1998,4,360,90,10.5,4,4,90,4,0,,27,0.75,6,10,-4,-1,-0.82,7.3,7,0.3,0.06,0.11,49,49,tr TUR,GK,Manchester Utd,26,1998,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,1,49,49,tr TUR,GK,Manchester Utd,26,1998,4,152,121,31,7,0,0,0,0,0,0,0,0,92,0,2,49,49,tr TUR,GK,Manchester Utd,26,1998,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,tr TUR,GK,Manchester Utd,26,1998,4,168,145,166,2,0,0,168,0,0,,0,,110,432,196,0,0,0,0,0,103,0,49,49,tr TUR,GK,Manchester Utd,26,1998,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,fbref_2024_25
Amad Diallo,136,132,ci CIV,"MF,FW",Manchester Utd,22,2002,26,20,"1,901",21.1,8,6,14,8,0,0,5,0,4.7,4.7,4.9,9.6,109,60,200,0.38,0.28,0.66,0.38,0.66,0.22,0.23,0.45,0.22,0.45,136,132,ci CIV,"MF,FW",Manchester Utd,22,2002,21.1,5,0,0,21,28,9,42,11,31,2,0,0,109,10,15,40,136,132,ci CIV,"MF,FW",Manchester Utd,22,2002,21.1,795,949,83.8,11030,2193,493,542,91,227,264,86,40,72,55.6,6,4.9,4.2,1.1,49,27,35,7,60,169,164,ci CIV,"MF,FW",Manchester Utd,22,2002,26,"1,901",73,55.6,21.1,20,87,14,6,28,2,1.08,28,30,-2,-0.09,0.38,31.8,31.4,0.4,0.02,0.12,136,132,ci CIV,"MF,FW",Manchester Utd,22,2002,21.1,38,31,9,20,9,19,32,59.4,13,15,2,13,11,49,19,1,136,132,ci CIV,"MF,FW",Manchester Utd,22,2002,21.1,949,859,86,5,3,1,42,49,32,23,1,1,795,4,20,136,132,ci CIV,"MF,FW",Manchester Utd,22,2002,21.1,97,4.59,65,9,10,3,6,4,18,0.85,7,0,4,1,2,4,136,132,ci CIV,"MF,FW",Manchester Utd,22,2002,21.1,1207,16,175,443,607,131,1207,88,41,46.6,43,48.9,782,5295,2750,109,53,66,42,35,854,200,136,132,ci CIV,"MF,FW",Manchester Utd,22,2002,21.1,8,47,17,36.2,2.23,0.8,0.17,0.47,17.5,0,0,0,4.7,4.7,0.1,3.3,3.3,fbref_2024_25
Amadou Onana,412,398,be BEL,MF,Aston Villa,22,2001,26,20,"1,617",18,3,0,3,3,0,0,4,0,2.1,2.1,0.7,2.8,29,75,16,0.17,0,0.17,0.17,0.17,0.12,0.04,0.16,0.12,0.16,412,398,be BEL,MF,Aston Villa,22,2001,18,4,0,0,32,30,0,2,26,30,0,0,0,72,32,21,60.4,412,398,be BEL,MF,Aston Villa,22,2001,18,703,802,87.7,11058,2897,365,393,92.9,290,325,89.2,34,48,70.8,0,0.7,0.8,-0.7,10,69,12,2,75,509,491,be BEL,MF,Aston Villa,22,2001,26,"1,617",62,47.3,18,20,74,7,6,24,2,1.77,25,23,2,0.11,-0.14,24.1,23.4,0.8,0.04,-0.21,412,398,be BEL,MF,Aston Villa,22,2001,18,55,30,23,26,6,16,29,55.2,13,16,7,9,26,81,41,3,412,398,be BEL,MF,Aston Villa,22,2001,18,802,796,5,4,3,0,2,0,0,0,0,0,703,1,11,412,398,be BEL,MF,Aston Villa,22,2001,18,32,1.78,25,2,1,4,0,0,4,0.22,2,1,0,1,0,0,412,398,be BEL,MF,Aston Villa,22,2001,18,998,71,269,586,159,23,998,20,14,70,3,15,553,2931,1577,29,25,1,11,9,671,16,412,398,be BEL,MF,Aston Villa,22,2001,18,3,17,6,35.3,0.95,0.33,0.18,0.5,14.7,0,0,0,2.1,2.1,0.12,0.9,0.9,fbref_2024_25
